Proveedor,Requisicion,Orden_Compra,Descripción ,Cantidad_material,Precio_Total,Fecha_compra,Fecha_estimada_entrega,Dias_acordados_entrega,Fecha_entrega,Tiempo_retraso,Status_Cumplimiento
PIMATIC MEXICO,3035,2783,TUBO DE PLASTICO 8MM(TRANSPARANTE),1150,$112557,2025-12-16 00:00:00,2026-01-05 00:00:00,20,2025-12-18 00:00:00,-18,Cumplio
PIMATIC MEXICO,3035,2783,TUBO DE PLASTICO 8MM(TRANSPARANTE),1450,$112557,2025-12-16 00:00:00,2026-01-05 00:00:00,20,2026-01-23 00:00:00,18,Retraso
PUBLICIDAD METALICA JIMENEZ,2469,2232,PLACA RANGO DE VOLTAJE AC DE GPE,70,$1462,2024-05-22 00:00:00,2024-06-11 00:00:00,20,2024-05-22 00:00:00,-20,Cumplio
PUBLICIDAD METALICA JIMENEZ,2488,2243,PLACA FABRICANTE GABINETE ESTADO,70,$4710,2024-05-28 00:00:00,2024-06-17 00:00:00,20,2024-06-03 00:00:00,-14,Cumplio
PUBLICIDAD METALICA JIMENEZ,2723,2476,PLACA FABRICANTE GABINETE ESTADO GRABADO ESPECIAL,4,$394,2024-12-11 00:00:00,2024-12-31 00:00:00,20,2025-01-03 00:00:00,3,Retraso
PUBLICIDAD METALICA JIMENEZ,2872,2626,PLACA FABRICANTE GABINETE ESTADO GRABADO ESPECIAL,5,$493,2025-06-05 00:00:00,2025-06-25 00:00:00,20,2025-06-24 00:00:00,-1,Cumplio
STEREN S.A DE C.V,2496,2255,BASE PARA CIRCUITO INTEGRADO 16 VIAS,34,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,BORNE P/CHASIS NEGRO,8,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,BORNE P/CHASIS ROJO,8,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CABLE  4X22 AWG,109,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CABLE DE 3 HILOS CCTV,9,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CABLE TOMACORRIENTE,7,$39101,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CAPACITOR ELECTROLITICO 2200MF 25V,5,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CARGADOR DE BATERIA,6,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CAUTIN,3,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,CONVERTIDOR HDMI A VGA,35,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,EXT. COMUNICACIÓN SERIAL DB9 MACHO-HEMBRA,7,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,FUSIBLE TIPO EUROPEO 1.6,15,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,FUSIBLE TIPO EUROPEO 5A,13,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,PORTA FUSIBLE,9,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,PUNTAS PARA CAUTIN CAU-190,17,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,ROLLO DE SOLDADURA SOL63-450 (450 G),2,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,SWITCH BALANCIN BTS-18,10,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,TERMINAL DE OJILLO 3/16,102,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,TERMINAL TIPO FASTON 1/4,134,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,TERMINAL TIPO FASTON HEMBRA,102,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,THERMOFIT 1/4,1,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,TOMACORRIENTE P/CHASIS,20,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,TOMACORRIENTE P/CPU,7,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2496,2255,VENTILADOR 6 117VCA METALICO,5,$19551,2024-06-04 00:00:00,2024-06-24 00:00:00,20,2024-06-12 00:00:00,-12,Cumplio
STEREN S.A DE C.V,2593,2368,BANCO DE TERMINALES 12 VIAS,11,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,BASE PARA CIRCUITO INTEGRADO  14 VIAS,24,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,BASE PARA CIRCUITO INTEGRADO 16 VIAS,34,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,BORNE P/CHASIS NEGRO,17,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,BORNE P/CHASIS ROJO,17,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE  12X22 AWG,140,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE  4X22 AWG,305,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE  6X24 AWG,100,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE DE 3 HILOS CCTV,14,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE TELEFONICO 4 VIAS,6,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CABLE TOMACORRIENTE,12,$58368,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAJA TACOMETRO NO CONTACTO GP-16,18,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CANNON CHASIS HEMBRA,17,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAPACITOR ELECTROLITICO 1000MF 25V,15,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-09-19 00:00:00,7,Retraso
STEREN S.A DE C.V,2593,2368,CAPACITOR ELECTROLITICO 1000MF 50V,16,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAPACITOR ELECTROLITICO 2.2MF 63V,25,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAPACITOR ELECTROLITICO 2200MF 50V,16,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAPACITOR ELECTROLITICO 470MF 16V,61,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,CAUTIN TIPO LAPIZ 40W,2,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,COPLE DB15 MONITOR,11,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,DESOLDADOR,6,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,EXT. COMUNICACIÓN SERIAL DB9 MACHO-HEMBRA,10,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,FUSIBLE TIPO EUROPEO 1.6,22,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,FUSIBLE TIPO EUROPEO 2.5A,17,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,FUSIBLE TIPO EUROPEO 2A.,17,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,FUSIBLE TIPO EUROPEO 5A,23,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,INTERRUPTOR MINIATURA,20,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,LED 3MM VERDE,20,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,MICRO SWITCH AU-1012,16,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,MICROSWITCH VERTICAL DE PUSH 2 TERMINALES,21,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,MULTIMETRO DIGITAL,1,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,PASACABLE DE HULE 5.5MM,33,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,PORTA FUSIBLE,25,$58368,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,POTENCIOMETRO DE CAÑA ESTRIADA DE 2.2MM SIN SWITCH,2,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,RESISTENCIA  R680HM 1W,40,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-09-19 00:00:00,7,Retraso
STEREN S.A DE C.V,2593,2368,RESISTENCIA 68HM 1/2W,125,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,RESISTENCIA R2.2K 1/2W,208,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,RESISTENCIA R27K 1/2W,262,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-09-19 00:00:00,7,Retraso
STEREN S.A DE C.V,2593,2368,RESISTENCIA R560 1/2W,203,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,TERMINAL TIPO FASTON HEMBRA,144,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,THERMOFIT 1/4,20,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,THERMOFIT 3/16,20,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,TOMACORRIENTE P/CHASIS,14,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
STEREN S.A DE C.V,2593,2368,TOMACORRIENTE P/CPU,12,$29184,2024-08-23 00:00:00,2024-09-12 00:00:00,20,2024-08-28 00:00:00,-15,Cumplio
SYSCOM S.A. DE CV,2245,2020,POLITEC DETECTOR FOTOELÉCTRICO PARA EXTERIORES ALESWS,3,$5535,2023-11-16 00:00:00,2023-12-06 00:00:00,20,2024-01-02 00:00:00,27,Retraso
SYSCOM S.A. DE CV,2284,2059,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),2,$2068,2024-01-03 00:00:00,2024-01-23 00:00:00,20,2024-01-03 00:00:00,-20,Cumplio
SYSCOM S.A. DE CV,2374,2138,TERMINAL FACIAL PANTALLA TOUCH 7 PULG 10000 ROSTROS,8,$48580,2024-03-04 00:00:00,2024-03-24 00:00:00,20,2024-03-04 00:00:00,-20,Cumplio
T-BELL TELECOM S. DE R.L. DE C.V.,2720,2469,CAMARA AXIS,2,$50424,2024-12-04 00:00:00,2024-12-24 00:00:00,20,2024-12-26 00:00:00,2,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,DISTRIBUIDOR MULTIPLE 2 VIAS,63,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,RACOR RAPIDO ROSCADO EN L,96,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,RACOR RAPIDO ROSCADO EN L 1/8-6,16,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,RACOR RAPIDO ROSCADO EN T 1/8-6,32,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,RACOR RAPIDO ROSCADO EN T 1/8-8,16,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,VALVULAS ANTIRETORNO 6MM,57,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2417,2182,VALVULAS ANTIRETORNO 8MM,55,$240,2024-04-09 00:00:00,2024-04-29 00:00:00,20,2024-04-30 00:00:00,1,Retraso
"INGRESSIO MEXICO, S.A. DE C. V.",2826,2602,LECTOR BIOMETRICO HAMSTER II,13,$36880,2025-05-14 00:00:00,2025-06-04 00:00:00,21,2025-05-16 00:00:00,-19,Cumplio
CARLOS IBAÑEZ,2869,2618,BASE P/OBDII EN GPE,5,$2958,2025-05-27 00:00:00,2025-06-21 00:00:00,25,2025-06-05 00:00:00,-16,Cumplio
CARLOS IBAÑEZ,2869,2618,SOPORTE EN U P/OBDII,28,$2958,2025-05-27 00:00:00,2025-06-21 00:00:00,25,2025-06-05 00:00:00,-16,Cumplio
CARLOS IBAÑEZ,2895,2659,BASE PORTA- OPACIMETRO,6,$2436,2025-07-29 00:00:00,2025-08-23 00:00:00,25,2025-07-29 00:00:00,-25,Cumplio
ELECTROTERMICA (ENSA),2924,2671,"BANDA MICA C/FORRO DE ACERO INOX.DIAM.29MM,ANCHO80MM,60W,120V (CALEFACTOR)",10,$28492,2025-08-06 00:00:00,2025-08-31 00:00:00,25,2025-09-02 00:00:00,2,Retraso
ELECTROTERMICA (ENSA),2924,2671,TERMOPAR DE TUBO Y CABLE TIPO J CALIBRE 24 S/MALLA DE 2000MM,10,$28492,2025-08-06 00:00:00,2025-08-31 00:00:00,25,2025-09-02 00:00:00,2,Retraso
"INGRESSIO MEXICO, S.A. DE C. V.",3000,2748,LECTOR BIOMETRICO HAMSTER X,2,$6235,2025-10-27 00:00:00,2025-11-21 00:00:00,25,2025-11-25 00:00:00,4,Retraso
INTESING,2896,2643,CIRCUITO IMPRESO AD7705,20,$1501,2025-07-04 00:00:00,2025-07-29 00:00:00,25,2025-07-23 00:00:00,-6,Cumplio
MARISA S.A DE C.V,2295,2068,COPLE RAPIDO NEUM 1/4 MACHO 1/4 LATON PARA T P/SONDA SECUNDARIA,10,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,MANERAL DE 3/8 CORTO CON CLIP DE SUJECIÓN,16,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,MANGUERA P/SONDA DE 2.1 CONECTOR  RAPIDO TIPO ESPIGA,10,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,MANGUERA P/SONDA DE 2.1M.  CONECTOR ROSCADO 1/4,7,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,MANGUERA P/SONDA DE 5.5M  CONECTOR ROSCADO 1/4,6,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,PIPETA FLEXILE 40CM.,20,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,PIPETA RIGIDA  40CM,22,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2295,2068,TEE UNION HEMBRA LATON (CONECCION T P/SONDA),14,$34487,2024-01-15 00:00:00,2024-02-09 00:00:00,25,2024-01-26 00:00:00,-14,Cumplio
MARISA S.A DE C.V,2510,2268,CONECTOR PASAMURO ACERO INOXIDABLE (GASES EN GPE),12,$14465,2024-06-14 00:00:00,2024-07-09 00:00:00,25,2024-06-28 00:00:00,-11,Cumplio
MARISA S.A DE C.V,2510,2268,ENSAMBLE MANGUERA P/PTO. DE COMPROBACION DE FUGAS,6,$14465,2024-06-14 00:00:00,2024-07-09 00:00:00,25,2024-06-28 00:00:00,-11,Cumplio
MARISA S.A DE C.V,2510,2268,MANGUERA P/SONDA DE 5.5M  CONECTOR ROSCADO 1/4,9,$14465,2024-06-14 00:00:00,2024-07-09 00:00:00,25,2024-06-28 00:00:00,-11,Cumplio
MARISA S.A DE C.V,2510,2268,SILENCIADOR  CONICO (MOFLE) 1/4,10,$14465,2024-06-14 00:00:00,2024-07-09 00:00:00,25,2024-06-28 00:00:00,-11,Cumplio
MARISA S.A DE C.V,2788,2556,CONECTOR L 1/4-6,30,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,CONECTOR T 1/4-8,28,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,COUPLE REDUCTOR DE 6-8MM,49,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR PASAMURO AC-PPM08B-A,114,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR PASAMURO ENCHUFABLE(CAMPANA) AC-PPF0802B-A,59,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR RAPIDO ROSCADO 1/8-8,43,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR RAPIDO ROSCADO 8MM R1/4,30,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR RAPIDO ROSCADO EN L (CAMPANA),61,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR RAPIDO ROSCADO EN L 1/4-8,61,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,RACOR RAPIDO ROSCADO EN T 1/4-6,30,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,REDUCCION OD 12MM OD 8MM,18,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,SILENCIADOR  CONICO (MOFLE) 1/4,29,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MARISA S.A DE C.V,2788,2556,UNION T 8MM,64,$8864,2025-04-02 00:00:00,2025-04-27 00:00:00,25,2025-04-04 00:00:00,-23,Cumplio
MOUSER ELECTRONICS S. DE R. L. DE C.V,2931,2679,SENSOR DE TEMP. Y HUMEDAD DIGITAL DFN-8 SHT35-DIS-F2.5KS,12,$2787,2025-08-14 00:00:00,2025-09-08 00:00:00,25,2025-08-21 00:00:00,-18,Cumplio
SCHWARZER PRECISION SALES GMBH,2502,2263,DIAFRAGMA BOMBA SP (REDONDO),51,$1165,2024-06-11 00:00:00,2024-07-06 00:00:00,25,2024-08-15 00:00:00,40,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2513,2271,FILTRO DE PLASTICO QSL-08,290,$799,2024-06-17 00:00:00,2024-07-12 00:00:00,25,2024-06-24 00:00:00,-18,Cumplio
YUEQING RIGH PNEUMETIC CO.LTD,2513,2271,PORTA-FILTRO QSL-08,50,$799,2024-06-17 00:00:00,2024-07-12 00:00:00,25,2024-06-24 00:00:00,-18,Cumplio
YUEQING RIGH PNEUMETIC CO.LTD,2513,2271,RACOR RAPIDO ROSCADO 8MM R1/4,50,$799,2024-06-17 00:00:00,2024-07-12 00:00:00,25,2024-06-24 00:00:00,-18,Cumplio
YUEQING RIGH PNEUMETIC CO.LTD,2513,2271,RACOR RAPIDO ROSCADO EN L 1/4-8,50,$799,2024-06-17 00:00:00,2024-07-12 00:00:00,25,2024-06-24 00:00:00,-18,Cumplio
YUEQING RIGH PNEUMETIC CO.LTD,2883,2636,PORTA-FILTRO QSL-08,20,$12789,2025-06-25 00:00:00,2025-07-20 00:00:00,25,2025-07-28 00:00:00,8,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2883,2636,VALVULA SOLENOIDE 3 VIAS VT307 VX-3GX1-02N-F-X,56,$12789,2025-06-25 00:00:00,2025-07-20 00:00:00,25,2025-07-28 00:00:00,8,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2969,2720,DISTRIBUIDOR MULTIPLE 2 VIAS,30,$29886,2025-09-24 00:00:00,2025-10-19 00:00:00,25,2025-11-04 00:00:00,16,Retraso
YUEQING RIGH PNEUMETIC CO.LTD,2969,2720,VALVULA SOLENOIDE 3 VIAS VT307 VX-3GX1-02N-F-X,50,$29886,2025-09-24 00:00:00,2025-10-19 00:00:00,25,2025-11-04 00:00:00,16,Retraso
AVANCE INTEGRAL TIC S DE RL DE CV,2613,2370,CAMARA AXIS,1,$1222,2024-08-27 00:00:00,2024-09-26 00:00:00,30,2024-08-29 00:00:00,-28,Cumplio
CARLOS IBAÑEZ,2372,2136,BASE P/OBDII EN GPE,47,$21298,2024-03-01 00:00:00,2024-03-31 00:00:00,30,2024-03-08 00:00:00,-23,Cumplio
CARLOS IBAÑEZ,2372,2136,SOPORTE EN U P/OBDII,94,$21298,2024-03-01 00:00:00,2024-03-31 00:00:00,30,2024-03-08 00:00:00,-23,Cumplio
CARLOS IBAÑEZ,2514,2275,BASE P/SENSOR INDUCTIVO TAPA PAU,32,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-18 00:00:00,-1,Cumplio
CARLOS IBAÑEZ,2514,2275,BASE PORTA- OPACIMETRO,4,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-09-09 00:00:00,52,Retraso
CARLOS IBAÑEZ,2514,2275,CHAROLA P/RACK GPE,2,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-09-09 00:00:00,52,Retraso
CARLOS IBAÑEZ,2514,2275,GAB. CAJA DE CONEXIONES EDO.,2,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-19 00:00:00,0,Cumplio
CARLOS IBAÑEZ,2514,2275,GABINETE CENTRAL EDO. DE MEX. 88.9CM X 76.2CM X 120CM,2,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-15 00:00:00,-4,Cumplio
CARLOS IBAÑEZ,2514,2275,GABINETE CONTROL DE SEG.EDO,2,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-01 00:00:00,-18,Cumplio
CARLOS IBAÑEZ,2514,2275,GABINETE DE ELECTRONICA Y POTENCIA MCEP EDO.,2,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-19 00:00:00,0,Cumplio
CARLOS IBAÑEZ,2514,2275,GABINETE MSM,1,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-01 00:00:00,-18,Cumplio
CARLOS IBAÑEZ,2514,2275,GABINETE MSM,1,$116456,2024-06-19 00:00:00,2024-07-19 00:00:00,30,2024-07-19 00:00:00,0,Cumplio
