Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha_Limite_Pago,Fecha Pago,Tiempo hasta pago,Deuda,Pagos,Total,Estado Pago,Fecha Factura,Fecha_Limite_Facturacion,Estatus Facturacion,Dias de Facturación,Falla
43579,9,3,Regulares,2025-10-15 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-11-24 00:00:00,40,$0.00,$116.00,$116,❌ Pago Con Atraso,2025-11-25 00:00:00,2025-12-01 00:00:00,✔ Facturado a Tiempo,1,CAMBIO DE CELDA DE NOX (PPC)
43589,9,40,MAC´s,2025-10-16 00:00:00,2025-10-17 00:00:00,2025-11-16 00:00:00,2025-10-16 00:00:00,'-1,$0.00,$6217.60,$6217.6,✔ Pagado,2025-10-17 00:00:00,2025-10-23 00:00:00,✔ Facturado a Tiempo,1,RECHAZOS POR OXIGENO
43591,13,8,Regulares,2025-10-16 00:00:00,2025-10-20 00:00:00,2025-11-19 00:00:00,2025-11-20 00:00:00,31,$0.00,$2436.00,$2436,✔ Pagado,2025-11-21 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,1,CABLE DE SENSOR DE TEMPERATURA DAÑADO
43592,9,39,Regulares,2025-10-16 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-10-30 00:00:00,8,$0.00,$229.66,$229.66,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,NO LEE OBD II (MENCIONAN QUE UNO DE LOS PINES YA SE NOTA ROTO EN EL GABINETE)
43594,30,12,Regulares,2025-10-16 00:00:00,2025-10-27 00:00:00,2025-11-26 00:00:00,2025-10-30 00:00:00,3,$0.00,$4060.00,$4060,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,V-012-POR/A - NO PERMITE REALIZAR CALIBRACION DE PESAS
43611,17,1713,Regulares,2025-10-17 00:00:00,2025-10-20 00:00:00,2025-11-19 00:00:00,2025-11-18 00:00:00,29,$0.00,$461.29,$461.29,✔ Pagado,2025-11-19 00:00:00,2025-11-25 00:00:00,✔ Facturado a Tiempo,1,NO HAY COMUNICACION CON EL MODULO DE POTENCIA
43613,15,856,Regulares,2025-10-17 00:00:00,2025-10-17 00:00:00,2025-11-16 00:00:00,2025-10-30 00:00:00,13,$0.00,$31627.98,$31627.98,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 5 LINEAS
43615,9,38,MAC´s,2025-10-18 00:00:00,2025-10-18 00:00:00,2025-11-17 00:00:00,2025-11-12 00:00:00,25,$0.00,$2900.00,$2900,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,TECLADO APAGADO
43627,17,1716,Regulares,2025-10-20 00:00:00,2025-10-21 00:00:00,2025-11-20 00:00:00,2025-11-18 00:00:00,28,$0.00,$310.65,$310.65,✔ Pagado,2025-11-19 00:00:00,2025-11-25 00:00:00,✔ Facturado a Tiempo,1,ENCIENDEN Y APAGAN LEDS DEL MSM
43632,15,998,Regulares,2025-10-20 00:00:00,2025-10-28 00:00:00,2025-11-27 00:00:00,2025-10-22 00:00:00,'-6,$0.00,$4234.00,$4234,✔ Pagado,2025-10-23 00:00:00,2025-10-29 00:00:00,✔ Facturado a Tiempo,1,PRESIÓN BAJA EN AIRE CERO
43645,17,1713,Regulares,2025-10-22 00:00:00,2025-10-23 00:00:00,2025-11-22 00:00:00,2025-11-03 00:00:00,11,$0.00,$139.20,$139.2,✔ Pagado,2025-11-04 00:00:00,2025-11-10 00:00:00,✔ Facturado a Tiempo,1,MUESTRA MENSAJE EN PANTALLA (EL BANCO OPTICO PRESENTA ERROR INTERNO) Y NO AJUSTA HC
43649,9,38,MAC´s,2025-10-22 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-11-12 00:00:00,21,$0.00,$2900.00,$2900,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,NO ENCIENDE UPS NI MSM DESPUES DE FALLA ELECTRICA
43652,9,37,MAC´s,2025-10-23 00:00:00,2025-10-27 00:00:00,2025-11-26 00:00:00,2025-11-12 00:00:00,16,$0.00,$3480.00,$3480,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,BLOQUEO DE GOBIERNO
43656,7,306,Regulares,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-11-22 00:00:00,2025-10-23 00:00:00,0,$0.00,$1508.00,$1508,✔ Pagado,2025-10-24 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 1 CABLE SERIAL PARA OPACIMETRO
43660,9,5,Regulares,2025-10-23 00:00:00,2025-10-29 00:00:00,2025-11-28 00:00:00,2025-10-28 00:00:00,'-1,$0.00,$6960.00,$6960,✔ Pagado,2025-10-29 00:00:00,2025-11-04 00:00:00,✔ Facturado a Tiempo,1,MSM SE QUEDA EN FASE DE CALENTAMIENTO
43663,11,1,Especiales,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-11-22 00:00:00,2025-10-23 00:00:00,0,$0.00,$1914.00,$1914,✔ Pagado,2025-10-24 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,1,PENJAMO - ACTUALIZACIÓN DE TABLAS
43665,9,39,Regulares,2025-10-23 00:00:00,2025-10-24 00:00:00,2025-11-23 00:00:00,2025-10-30 00:00:00,6,$0.00,$897.72,$897.72,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,REVISION DE TODAS LAS LÍNEAS POR PROBABLE FUGA EN AIRE CERO
43669,9,22,Regulares,2025-10-24 00:00:00,2025-10-24 00:00:00,2025-11-23 00:00:00,2025-10-29 00:00:00,5,$0.00,$435.50,$435.5,✔ Pagado,2025-10-30 00:00:00,2025-11-05 00:00:00,✔ Facturado a Tiempo,1,NO ENCIENDE MSM
43671,9,40,MAC´s,2025-10-24 00:00:00,2025-10-24 00:00:00,2025-11-23 00:00:00,2025-11-12 00:00:00,19,$0.00,$2900.00,$2900,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,BLOQUEO DE GOBIERNO
43700,9,2,MAC´s,2025-10-28 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-10-29 00:00:00,'-2,$0.00,$6217.60,$6217.6,✔ Pagado,2025-10-30 00:00:00,2025-11-05 00:00:00,✔ Facturado a Tiempo,1,OXIGENO FUERA DE RANGO
43707,9,2,MAC´s,2025-10-28 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-10-29 00:00:00,'-2,$0.00,$2900.00,$2900,✔ Pagado,2025-10-30 00:00:00,2025-11-05 00:00:00,✔ Facturado a Tiempo,1,BLOQUEO DE GOBIERNO
43716,35,312,Regulares,2025-10-29 00:00:00,2025-10-30 00:00:00,2025-11-29 00:00:00,2025-10-30 00:00:00,0,$0.00,$4060.00,$4060,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,REVISION DE OXIGENO FUERA DE RANGO
43728,33,312,Regulares,2025-10-30 00:00:00,2025-10-30 00:00:00,2025-11-29 00:00:00,2025-10-30 00:00:00,0,$0.00,$3317.60,$3317.6,✔ Pagado,2025-10-31 00:00:00,2025-11-06 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 1 SENSOR DE OXIGENO
43730,9,39,Regulares,2025-10-30 00:00:00,2025-11-05 00:00:00,2025-12-05 00:00:00,2025-12-29 00:00:00,54,$0.00,$6032.00,$6032,❌ Pago Con Atraso,2025-12-30 00:00:00,2026-01-05 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 2 SENSORES OBDII CAPTURA
43738,9,3,Regulares,2025-10-31 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-11-24 00:00:00,24,$0.00,$174.00,$174,✔ Pagado,2025-11-25 00:00:00,2025-12-01 00:00:00,✔ Facturado a Tiempo,1,TEMPERATURA DE MUESTRA FUERA DE RANGO
43742,9,3,Regulares,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-11-24 00:00:00,21,$0.00,$34597.37,$34597.37,✔ Pagado,2025-11-25 00:00:00,2025-12-01 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43754,9,43,MAC´s,2025-12-01 00:00:00,2025-12-08 00:00:00,2026-01-07 00:00:00,2025-12-02 00:00:00,'-6,$0.00,$34597.37,$34597.37,✔ Pagado,2025-12-03 00:00:00,2025-12-09 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43762,13,1,Regulares,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-11-26 00:00:00,23,$0.00,$25052.10,$25052.1,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43763,13,2,Regulares,2025-11-03 00:00:00,2025-11-11 00:00:00,2025-12-11 00:00:00,2025-11-26 00:00:00,15,$0.00,$18789.08,$18789.08,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -3 LINEAS
43764,13,3,Regulares,2025-11-03 00:00:00,2025-11-07 00:00:00,2025-12-07 00:00:00,2025-11-26 00:00:00,19,$0.00,$31315.13,$31315.13,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -5 LINEAS
43765,13,5,Regulares,2025-11-03 00:00:00,2025-11-05 00:00:00,2025-12-05 00:00:00,2025-11-26 00:00:00,21,$0.00,$31315.13,$31315.13,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -5 LINEAS
43766,13,6,Regulares,2025-11-03 00:00:00,2025-11-06 00:00:00,2025-12-06 00:00:00,2025-11-26 00:00:00,20,$0.00,$31315.13,$31315.13,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -5 LINEAS
43767,13,7,Regulares,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-26 00:00:00,22,$0.00,$25052.10,$25052.1,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43768,13,8,Regulares,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-11-26 00:00:00,23,$0.00,$12526.05,$12526.05,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -2 LINEAS
43769,13,9,Regulares,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-26 00:00:00,22,$0.00,$25052.10,$25052.1,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43770,13,11,Regulares,2025-11-03 00:00:00,2025-11-06 00:00:00,2025-12-06 00:00:00,2025-11-26 00:00:00,20,$0.00,$25052.10,$25052.1,✔ Pagado,2025-11-27 00:00:00,2025-12-03 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43773,15,420,Regulares,2025-11-03 00:00:00,2025-11-20 00:00:00,2025-12-20 00:00:00,2025-12-03 00:00:00,13,$0.00,$6199.21,$6199.21,✔ Pagado,2025-12-04 00:00:00,2025-12-10 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -1 LINEAS
43779,15,821,Rodrigo Vega,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-11-13 00:00:00,10,$0.00,$24941.53,$24941.53,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43784,15,830,Rodrigo Vega,2025-11-03 00:00:00,2025-11-21 00:00:00,2025-12-21 00:00:00,2025-11-13 00:00:00,'-8,$0.00,$18706.15,$18706.15,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -3 LINEAS
43792,15,852,Rodrigo Vega,2025-11-03 00:00:00,2025-11-21 00:00:00,2025-12-21 00:00:00,2025-11-13 00:00:00,'-8,$0.00,$18706.15,$18706.15,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -3 LINEAS
43801,17,1713,Regulares,2025-11-03 00:00:00,2025-11-07 00:00:00,2025-12-07 00:00:00,2025-11-18 00:00:00,11,$0.00,$22871.40,$22871.4,✔ Pagado,2025-11-19 00:00:00,2025-11-25 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43802,17,1714,Regulares,2025-11-03 00:00:00,2025-11-20 00:00:00,2025-12-20 00:00:00,2025-12-08 00:00:00,18,$0.00,$17153.55,$17153.55,✔ Pagado,2025-12-09 00:00:00,2025-12-15 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -3 LINEAS
43803,17,1715,Regulares,2025-11-03 00:00:00,2025-11-21 00:00:00,2025-12-21 00:00:00,2025-12-10 00:00:00,19,$0.00,$22871.40,$22871.4,✔ Pagado,2025-12-11 00:00:00,2025-12-17 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43804,17,1716,Regulares,2025-11-03 00:00:00,2025-11-05 00:00:00,2025-12-05 00:00:00,2025-11-18 00:00:00,13,$0.00,$22871.40,$22871.4,✔ Pagado,2025-11-19 00:00:00,2025-11-25 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
43807,15,852,Rodrigo Vega,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-20 00:00:00,16,$0.00,$4234.00,$4234,✔ Pagado,2025-11-21 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,1,TACOMETRO OPTICO NO MANTIENE LAS RPM
43817,15,830,Rodrigo Vega,2025-11-03 00:00:00,2025-11-05 00:00:00,2025-12-05 00:00:00,2025-11-13 00:00:00,8,$0.00,$2320.00,$2320,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,CAMARA DE P1 NO COMUNICA
43829,15,821,Rodrigo Vega,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-13 00:00:00,9,$0.00,$1740.00,$1740,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,NO APLICA CARGA EN PRUEBA
43838,30,20,Regulares,2025-11-04 00:00:00,2025-11-30 00:00:00,2025-12-30 00:00:00,2025-11-13 00:00:00,'-17,$0.00,$8070.50,$8070.5,✔ Pagado,2025-11-14 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,1,V-020-COA - MANTENIMIENTO PREVENTIVO (1 LINEA)
43840,15,848,Rodrigo Vega,2025-11-05 00:00:00,2025-11-07 00:00:00,2025-12-07 00:00:00,2025-11-27 00:00:00,20,$0.00,$812.00,$812,✔ Pagado,2025-11-28 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,1,CPU DE POSICION 2 NO RECONOCE PERIFERICOS
43863,13,9,Regulares,2025-11-06 00:00:00,2025-11-20 00:00:00,2025-12-20 00:00:00,2025-12-30 00:00:00,40,$0.00,$870.00,$870,❌ Pago Con Atraso,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,FALSO CONTACTO EN SENSOR OBDII DE CAPTURA
43895,17,1713,Regulares,2025-11-10 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-11-24 00:00:00,11,$0.00,$1800.55,$1800.55,✔ Pagado,2025-11-25 00:00:00,2025-12-01 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES  - 3 COPLES DE COMPROBACION
43896,13,6,Regulares,2025-11-10 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-12-30 00:00:00,47,$0.00,$1756.87,$1756.87,❌ Pago Con Atraso,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,RECHAZOS POR OXIGENO Y LAMBDA EN LINEAS 1 Y 2
43906,9,2,MAC´s,2025-11-11 00:00:00,2025-11-14 00:00:00,2025-12-14 00:00:00,2025-11-12 00:00:00,'-2,$0.00,$8305.60,$8305.6,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 1 CELDA DE NOX
43915,17,1713,Regulares,2025-11-12 00:00:00,2025-12-05 00:00:00,2026-01-04 00:00:00,2025-12-02 00:00:00,'-3,$0.00,$1907.97,$1907.97,✔ Pagado,2025-12-03 00:00:00,2025-12-09 00:00:00,✔ Facturado a Tiempo,1,HC FUERA DE RANGO
43916,15,806,Regulares,2025-11-12 00:00:00,2025-11-25 00:00:00,2025-12-25 00:00:00,2025-11-27 00:00:00,2,$0.00,$1740.00,$1740,✔ Pagado,2025-11-28 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,1,MARCA DILUCION
43918,9,5,Regulares,2025-11-12 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-11-12 00:00:00,'-1,$0.00,$8305.60,$8305.6,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 1 CELDA DE NOX
43920,15,833,Regulares,2025-11-12 00:00:00,2025-11-19 00:00:00,2025-12-19 00:00:00,2025-11-12 00:00:00,'-7,$0.00,$26655.52,$26655.52,✔ Pagado,2025-11-13 00:00:00,2025-11-19 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 5 LINEAS
43927,17,1714,Regulares,2025-11-12 00:00:00,2025-12-01 00:00:00,2025-12-31 00:00:00,2025-12-08 00:00:00,7,$0.00,$4060.00,$4060,✔ Pagado,2025-12-09 00:00:00,2025-12-15 00:00:00,✔ Facturado a Tiempo,1,NO SUBE LA RAMPA
43929,35,298,Regulares,2025-11-12 00:00:00,2025-12-03 00:00:00,2026-01-02 00:00:00,2025-11-27 00:00:00,'-6,$0.00,$8120.00,$8120,✔ Pagado,2025-11-28 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,1,LECTURAS DE OPACIDAD EN 0
43930,9,3,Regulares,2025-11-12 00:00:00,2025-12-08 00:00:00,2026-01-07 00:00:00,2025-11-24 00:00:00,'-14,$0.00,$35943.35,$35943.35,✔ Pagado,2025-11-25 00:00:00,2025-12-01 00:00:00,✔ Facturado a Tiempo,1,"REFACCIONES - 10 PIPETAS FLEXIBLES, 5 PIPETRAS RIGIDAS, 15 FILTROS DE PAPEL, 10 FILTROS DE MALLA, 5 MANERALES, 5 SENSOR OBDII, 1 SENSOR DE OXIGENO"
43933,15,850,Rodrigo Vega,2025-11-13 00:00:00,2025-11-14 00:00:00,2025-12-14 00:00:00,2025-11-27 00:00:00,13,$0.00,$1675.67,$1675.67,✔ Pagado,2025-11-28 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,1,NO APRUEBA COMPROBACION DE FUGAS
43955,13,9,Regulares,2025-11-14 00:00:00,2025-11-20 00:00:00,2025-12-20 00:00:00,2025-12-30 00:00:00,40,$0.00,$89.69,$89.69,❌ Pago Con Atraso,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,CORRECCION DE FECHA EN POSICION 1 Y NO LEE OBDII
44025,17,1720,Regulares,2025-11-25 00:00:00,2025-12-04 00:00:00,2026-01-03 00:00:00,2025-11-27 00:00:00,'-7,$0.00,$5594.10,$5594.1,✔ Pagado,2025-11-28 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 5 MANERALES
44039,9,4,Regulares,2025-11-27 00:00:00,2025-12-10 00:00:00,2026-01-09 00:00:00,2025-12-10 00:00:00,0,$0.00,$2540.40,$2540.4,✔ Pagado,2025-12-11 00:00:00,2025-12-17 00:00:00,✔ Facturado a Tiempo,1,NO ACREDITA CALIBRACION DIARIA DE GASES
44045,99,102,Regulares,2025-11-27 00:00:00,2025-11-28 00:00:00,2025-12-28 00:00:00,2026-01-28 00:00:00,61,$0.00,$2320.00,$2320,❌ Pago Con Atraso,2026-01-29 00:00:00,2026-02-04 00:00:00,✔ Facturado a Tiempo,1,REVISION DE MODULO Y VARIADOR
44058,13,2,Regulares,2025-12-01 00:00:00,2025-12-18 00:00:00,2026-01-17 00:00:00,2025-12-30 00:00:00,12,$0.00,$8700.00,$8700,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,APOYO A LABORATORIO PARA CALIBRACION DINAMICA - 3 LINEAS
44072,9,39,Regulares,2025-12-01 00:00:00,2025-12-11 00:00:00,2026-01-10 00:00:00,2025-12-29 00:00:00,18,$0.00,$34597.37,$34597.37,✔ Pagado,2025-12-30 00:00:00,2026-01-05 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
44077,13,2,Regulares,2025-12-01 00:00:00,2025-12-05 00:00:00,2026-01-04 00:00:00,2025-12-30 00:00:00,25,$0.00,$18789.08,$18789.08,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -3 LINEAS
44078,13,3,Regulares,2025-12-01 00:00:00,2025-12-05 00:00:00,2026-01-04 00:00:00,2025-12-30 00:00:00,25,$0.00,$31315.13,$31315.13,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -5 LINEAS
44080,13,6,Regulares,2025-12-01 00:00:00,2025-12-04 00:00:00,2026-01-03 00:00:00,2025-12-30 00:00:00,26,$0.00,$31315.13,$31315.13,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -5 LINEAS
44083,13,9,Regulares,2025-12-01 00:00:00,2025-12-02 00:00:00,2026-01-01 00:00:00,2025-12-30 00:00:00,28,$0.00,$25052.10,$25052.1,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
44085,13,12,Regulares,2025-12-01 00:00:00,2025-12-03 00:00:00,2026-01-02 00:00:00,2025-12-30 00:00:00,27,$0.00,$12526.05,$12526.05,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -2 LINEAS
44113,17,1713,Regulares,2025-12-01 00:00:00,2025-12-04 00:00:00,2026-01-03 00:00:00,2025-12-08 00:00:00,4,$0.00,$22871.40,$22871.4,✔ Pagado,2025-12-09 00:00:00,2025-12-15 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
44115,17,1715,Regulares,2025-12-01 00:00:00,2025-12-11 00:00:00,2026-01-10 00:00:00,2025-12-30 00:00:00,19,$0.00,$22871.40,$22871.4,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
44116,17,1716,Regulares,2025-12-01 00:00:00,2025-12-03 00:00:00,2026-01-02 00:00:00,2025-12-08 00:00:00,5,$0.00,$22871.40,$22871.4,✔ Pagado,2025-12-09 00:00:00,2025-12-15 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO -4 LINEAS
44127,9,44,Regulares,2025-12-01 00:00:00,2025-12-17 00:00:00,2026-01-16 00:00:00,2025-12-02 00:00:00,'-15,$0.00,$25948.03,$25948.03,✔ Pagado,2025-12-03 00:00:00,2025-12-09 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 3 LINEAS
44128,9,53,MAC´s,2025-12-01 00:00:00,2025-12-16 00:00:00,2026-01-15 00:00:00,2025-12-02 00:00:00,'-14,$0.00,$43246.71,$43246.71,✔ Pagado,2025-12-03 00:00:00,2025-12-09 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 5 LINEAS
44132,30,115,Especiales,2025-12-02 00:00:00,2025-12-10 00:00:00,2026-01-09 00:00:00,2025-12-04 00:00:00,'-6,$0.00,$7954.50,$7954.5,✔ Pagado,2025-12-05 00:00:00,2025-12-11 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 1 LINEA V- URG-01
44133,30,118,Regulares,2025-12-02 00:00:00,2025-12-10 00:00:00,2026-01-09 00:00:00,2025-12-04 00:00:00,'-6,$0.00,$6214.50,$6214.5,✔ Pagado,2025-12-05 00:00:00,2025-12-11 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO PREVENTIVO - 1 LINEA V-BOR-03
44138,15,821,Rodrigo Vega,2025-12-02 00:00:00,2025-12-29 00:00:00,2026-01-28 00:00:00,2025-12-29 00:00:00,0,$0.00,$7032.91,$7032.91,✔ Pagado,2025-12-30 00:00:00,2026-01-05 00:00:00,✔ Facturado a Tiempo,1,MANTENIMIENTO MAYOR A MSM
44161,15,830,Rodrigo Vega,2025-12-06 00:00:00,2025-12-08 00:00:00,2026-01-07 00:00:00,2025-12-29 00:00:00,21,$0.00,$812.00,$812,✔ Pagado,2025-12-30 00:00:00,2026-01-05 00:00:00,✔ Facturado a Tiempo,1,NO SE DETECTA DISCO DE CPU EN P2
44175,15,831,Rodrigo Vega,2025-12-09 00:00:00,2025-12-09 00:00:00,2026-01-08 00:00:00,2025-12-29 00:00:00,20,$0.00,$1019.80,$1019.8,✔ Pagado,2025-12-30 00:00:00,2026-01-05 00:00:00,✔ Facturado a Tiempo,1,NO APRUEBA COMPROBACIÓN DE FUGAS
44218,13,12,Regulares,2025-12-15 00:00:00,2025-12-20 00:00:00,2026-01-19 00:00:00,2026-01-15 00:00:00,26,$0.00,$5800.00,$5800,✔ Pagado,2026-01-16 00:00:00,2026-01-22 00:00:00,✔ Facturado a Tiempo,1,APOYO  LABORATORIO PARA CALIBRACION DINAMICA - 2 LINEAS 9:00 AM
44229,13,6,Regulares,2025-12-16 00:00:00,2026-01-23 00:00:00,2026-02-22 00:00:00,2025-12-30 00:00:00,'-24,$0.00,$1002.82,$1002.82,✔ Pagado,2025-12-31 00:00:00,2026-01-06 00:00:00,✔ Facturado a Tiempo,1,REFACCIONES - 1 MANERAL
44256,99,102,Regulares,2025-12-19 00:00:00,2025-12-19 00:00:00,2026-01-18 00:00:00,2026-01-28 00:00:00,40,$0.00,$2693.87,$2693.87,❌ Pago Con Atraso,2026-01-29 00:00:00,2026-02-04 00:00:00,✔ Facturado a Tiempo,1,SE RECIBEN  6 ENCODER PARA COLOCAR CONECTOR AMP 4 VIAS
